;Unnamed: 0_x;Interactor2.Symbol;Protein;Protein names;UniProt Localization;HPA Localization;OpenCell Localization;SimChrom Category;SimChrom-SL Category;MS-based studies;Abundance, ppm;PFAM;Protein length;Protein complexes;RNAInterID;Interactor1.Symbol;Category1;Species1;Category2;Species2;Raw_ID1;Raw_ID2;score;strong;weak;predict;Unnamed: 0_y;ensemblID;logFC;AveExpr;t;P.Value;adj.P.Val;B
4487;3471436;UPF1;Q92900;Regulator of nonsense transcripts 1;Cytoplasm (ECO:0000269), Nucleus (ECO:0000269), Perinuclear region (ECO:0000250);Cytosol (Supported), Nucleoplasm (Supported);cytoplasmic (annotations_grade_3);DNA-acting enzymes, DNA metabolic processes, DNA replication, Telomere-associated;DNA-acting enzymes;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Shi et al., 2021; Torrente et al., 2011";90.8;"UPF1_Zn_bind(RNA helicase (UPF2 interacting domain),PF09416);AAA_11(AAA domain,PF13086);AAA_11(AAA domain,PF13086);AAA_12(AAA domain,PF13087);UPF1_1B_dom(RNA helicase UPF1, 1B domain,PF18141)";1129;;RP08860411;SNHG5;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:387066;NCBI:5976;0.4375;CLIP;PAR-CLIP//eCLIP//HITS-CLIP//iCLIP//CLIP-seq;;132;ENSG00000203875;-2.79357818092896;3.17229546572489;-7.92087451041262;1.6629897857665301e-09;2.70123476012347e-08;11.5609108469976
4488;3471437;UPF1;Q92900;Regulator of nonsense transcripts 1;Cytoplasm (ECO:0000269), Nucleus (ECO:0000269), Perinuclear region (ECO:0000250);Cytosol (Supported), Nucleoplasm (Supported);cytoplasmic (annotations_grade_3);DNA-acting enzymes, DNA metabolic processes, DNA replication, Telomere-associated;DNA-acting enzymes;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Shi et al., 2021; Torrente et al., 2011";90.8;"UPF1_Zn_bind(RNA helicase (UPF2 interacting domain),PF09416);AAA_11(AAA domain,PF13086);AAA_11(AAA domain,PF13086);AAA_12(AAA domain,PF13087);UPF1_1B_dom(RNA helicase UPF1, 1B domain,PF18141)";1129;;RP08860437;SNHG6;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:641638;NCBI:5976;0.4405;CLIP;PAR-CLIP//eCLIP//HITS-CLIP//iCLIP//CLIP-seq;catRAPID;1482;ENSG00000245910;-3.02030504081192;2.13635252691397;-9.00111087542265;6.998606051362839e-11;1.6448679138594102e-09;14.7126214928218
4489;3471439;UPF1;Q92900;Regulator of nonsense transcripts 1;Cytoplasm (ECO:0000269), Nucleus (ECO:0000269), Perinuclear region (ECO:0000250);Cytosol (Supported), Nucleoplasm (Supported);cytoplasmic (annotations_grade_3);DNA-acting enzymes, DNA metabolic processes, DNA replication, Telomere-associated;DNA-acting enzymes;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Shi et al., 2021; Torrente et al., 2011";90.8;"UPF1_Zn_bind(RNA helicase (UPF2 interacting domain),PF09416);AAA_11(AAA domain,PF13086);AAA_11(AAA domain,PF13086);AAA_12(AAA domain,PF13087);UPF1_1B_dom(RNA helicase UPF1, 1B domain,PF18141)";1129;;RP08860379;SNHG8;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:100093630;NCBI:5976;0.4375;CLIP;PAR-CLIP//eCLIP//HITS-CLIP//iCLIP//CLIP-seq;;3070;ENSG00000269893;-2.44848407009223;2.11062542825147;-6.44138973928252;1.54274347761572e-07;1.46178419151562e-06;7.06107593248584
4648;468732;DDX3X;O00571;ATP-dependent RNA helicase DDX3X;Cell membrane (ECO:0000269), Centrosome (ECO:0000269), Cytoplasm (ECO:0000269), Inflammasome (ECO:0000250), Lamellipodium (ECO:0000269), Nucleus (ECO:0000269), Stress granule (ECO:0000269);Cytosol (Approved), Nucleoplasm (Approved);;DNA-acting enzymes;DNA-acting enzymes;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Shi et al., 2021; Torrente et al., 2011";245.0;"DEAD(DEAD/DEAH box helicase,PF00270);Helicase_C(Helicase conserved C-terminal domain,PF00271)";662;;RP08169263;GAS5;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:60674;NCBI:1654;0.3897;CLIP;eCLIP//HITS-CLIP//iCLIP;;1098;ENSG00000234741;-2.56041864444156;3.87237361491495;-7.93865419283863;1.5767911812111202e-09;2.58115194527439e-08;11.6138519668715
4662;469118;DDX3X;O00571;ATP-dependent RNA helicase DDX3X;Cell membrane (ECO:0000269), Centrosome (ECO:0000269), Cytoplasm (ECO:0000269), Inflammasome (ECO:0000250), Lamellipodium (ECO:0000269), Nucleus (ECO:0000269), Stress granule (ECO:0000269);Cytosol (Approved), Nucleoplasm (Approved);;DNA-acting enzymes;DNA-acting enzymes;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Shi et al., 2021; Torrente et al., 2011";245.0;"DEAD(DEAD/DEAH box helicase,PF00270);Helicase_C(Helicase conserved C-terminal domain,PF00271)";662;;RP08170469;XIST;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:7503;NCBI:1654;0.351;CLIP;eCLIP//HITS-CLIP//iCLIP;;718;ENSG00000229807;-6.57326935078366;1.54159830942689;-4.14945804433362;0.0001856278660776;0.0008424341236124;0.0917621252499083
4664;468997;DDX3X;O00571;ATP-dependent RNA helicase DDX3X;Cell membrane (ECO:0000269), Centrosome (ECO:0000269), Cytoplasm (ECO:0000269), Inflammasome (ECO:0000250), Lamellipodium (ECO:0000269), Nucleus (ECO:0000269), Stress granule (ECO:0000269);Cytosol (Approved), Nucleoplasm (Approved);;DNA-acting enzymes;DNA-acting enzymes;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Shi et al., 2021; Torrente et al., 2011";245.0;"DEAD(DEAD/DEAH box helicase,PF00270);Helicase_C(Helicase conserved C-terminal domain,PF00271)";662;;RP08169242;SNHG1;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:23642;NCBI:1654;0.3897;CLIP;eCLIP//HITS-CLIP//iCLIP;;2023;ENSG00000255717;-3.1343954975797;3.5255615293517;-12.1724795306288;1.50067688859263e-14;2.52533906812367e-12;23.0956312855758
4667;468842;DDX3X;O00571;ATP-dependent RNA helicase DDX3X;Cell membrane (ECO:0000269), Centrosome (ECO:0000269), Cytoplasm (ECO:0000269), Inflammasome (ECO:0000250), Lamellipodium (ECO:0000269), Nucleus (ECO:0000269), Stress granule (ECO:0000269);Cytosol (Approved), Nucleoplasm (Approved);;DNA-acting enzymes;DNA-acting enzymes;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Shi et al., 2021; Torrente et al., 2011";245.0;"DEAD(DEAD/DEAH box helicase,PF00270);Helicase_C(Helicase conserved C-terminal domain,PF00271)";662;;RP08169415;MIR17HG;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:407975;NCBI:1654;0.351;CLIP;eCLIP//iCLIP;;215;ENSG00000215417;-1.84534139091266;0.99398029655203;-5.74834557141758;1.34549165469835e-06;9.96563977344356e-06;4.91812246599078
4681;468805;DDX3X;O00571;ATP-dependent RNA helicase DDX3X;Cell membrane (ECO:0000269), Centrosome (ECO:0000269), Cytoplasm (ECO:0000269), Inflammasome (ECO:0000250), Lamellipodium (ECO:0000269), Nucleus (ECO:0000269), Stress granule (ECO:0000269);Cytosol (Approved), Nucleoplasm (Approved);;DNA-acting enzymes;DNA-acting enzymes;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Shi et al., 2021; Torrente et al., 2011";245.0;"DEAD(DEAD/DEAH box helicase,PF00270);Helicase_C(Helicase conserved C-terminal domain,PF00271)";662;;RP08170444;LINC00630;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:100287765;NCBI:1654;0.3127;CLIP;eCLIP//iCLIP;;247;ENSG00000223546;-2.26301235070402;0.462538646230177;-7.84374214675453;2.09574721751214e-09;3.31458967822315e-08;11.3308619374593
4683;469004;DDX3X;O00571;ATP-dependent RNA helicase DDX3X;Cell membrane (ECO:0000269), Centrosome (ECO:0000269), Cytoplasm (ECO:0000269), Inflammasome (ECO:0000250), Lamellipodium (ECO:0000269), Nucleus (ECO:0000269), Stress granule (ECO:0000269);Cytosol (Approved), Nucleoplasm (Approved);;DNA-acting enzymes;DNA-acting enzymes;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Shi et al., 2021; Torrente et al., 2011";245.0;"DEAD(DEAD/DEAH box helicase,PF00270);Helicase_C(Helicase conserved C-terminal domain,PF00271)";662;;RP08170254;SNHG5;lncRNA;Homo sapiens;RBP;Homo sapiens;NCBI:387066;NCBI:1654;0.3897;CLIP;eCLIP//HITS-CLIP//iCLIP;;132;ENSG00000203875;-2.79357818092896;3.17229546572489;-7.92087451041262;1.6629897857665301e-09;2.70123476012347e-08;11.5609108469976
5215;2577804;RBMX;P38159;RNA-binding motif protein, X chromosome [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed];Nucleus (ECO:0000269);Nucleoplasm (Supported);nucleoplasm (annotations_grade_3);Nuclear RNA binding proteins, RNA processing, Euchromatin-associated;Euchromatin-associated;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021; Torrente et al., 2011";303.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RBM1CTR(RBM1CTR (NUC064) family,PF08081)";391;;RP34821026;ERVK13-1;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:100507321;NCBI:27316;0.2585;CLIP;;;2496;ENSG00000260565;-2.1793751357727;3.37818926211326;-7.65464711208258;3.7045425106337803e-09;5.33733230898503e-08;10.7643564661693
5216;2577798;RBMX;P38159;RNA-binding motif protein, X chromosome [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed];Nucleus (ECO:0000269);Nucleoplasm (Supported);nucleoplasm (annotations_grade_3);Nuclear RNA binding proteins, RNA processing, Euchromatin-associated;Euchromatin-associated;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021; Torrente et al., 2011";303.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RBM1CTR(RBM1CTR (NUC064) family,PF08081)";391;;RP34730160;DISC1FP1;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:101929222;NCBI:27316;0.2585;CLIP;;;2642;ENSG00000261645;-1.57960787827338;-2.09187619416356;-5.74915221319155;1.34209915776998e-06;9.95804436814516e-06;4.92061532040349
5217;2577794;RBMX;P38159;RNA-binding motif protein, X chromosome [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed];Nucleus (ECO:0000269);Nucleoplasm (Supported);nucleoplasm (annotations_grade_3);Nuclear RNA binding proteins, RNA processing, Euchromatin-associated;Euchromatin-associated;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021; Torrente et al., 2011";303.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RBM1CTR(RBM1CTR (NUC064) family,PF08081)";391;;RP34710078;DANCR;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:57291;NCBI:27316;0.2585;CLIP;;;493;ENSG00000226950;-1.97490458175396;2.8150326492749;-6.0781695760482;4.79377709969811e-07;4.02543318531536e-06;5.93825752661623
5218;2577811;RBMX;P38159;RNA-binding motif protein, X chromosome [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed];Nucleus (ECO:0000269);Nucleoplasm (Supported);nucleoplasm (annotations_grade_3);Nuclear RNA binding proteins, RNA processing, Euchromatin-associated;Euchromatin-associated;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021; Torrente et al., 2011";303.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RBM1CTR(RBM1CTR (NUC064) family,PF08081)";391;;RP34954629;GAS5;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:60674;NCBI:27316;0.2585;CLIP;;;1098;ENSG00000234741;-2.56041864444156;3.87237361491495;-7.93865419283863;1.5767911812111202e-09;2.58115194527439e-08;11.6138519668715
5219;2577833;RBMX;P38159;RNA-binding motif protein, X chromosome [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed];Nucleus (ECO:0000269);Nucleoplasm (Supported);nucleoplasm (annotations_grade_3);Nuclear RNA binding proteins, RNA processing, Euchromatin-associated;Euchromatin-associated;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021; Torrente et al., 2011";303.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RBM1CTR(RBM1CTR (NUC064) family,PF08081)";391;;RP35183505;IQCH-AS1;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:100506686;NCBI:27316;0.2585;CLIP;;;2357;ENSG00000259673;-2.36524264156248;-0.0326418860202442;-8.03552475053475;1.1805743112048e-09;2.01897403546284e-08;11.9017115063395
5220;2577900;RBMX;P38159;RNA-binding motif protein, X chromosome [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed];Nucleus (ECO:0000269);Nucleoplasm (Supported);nucleoplasm (annotations_grade_3);Nuclear RNA binding proteins, RNA processing, Euchromatin-associated;Euchromatin-associated;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021; Torrente et al., 2011";303.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RBM1CTR(RBM1CTR (NUC064) family,PF08081)";391;;RP35394863;MALAT1;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:378938;NCBI:27316;0.2585;CLIP;;;1786;ENSG00000251562;-2.69192848146394;10.8069205658514;-9.99570573098169;4.30182645492996e-12;1.65306630339579e-10;17.4859517032396
5221;2577889;RBMX;P38159;RNA-binding motif protein, X chromosome [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed];Nucleus (ECO:0000269);Nucleoplasm (Supported);nucleoplasm (annotations_grade_3);Nuclear RNA binding proteins, RNA processing, Euchromatin-associated;Euchromatin-associated;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021; Torrente et al., 2011";303.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RBM1CTR(RBM1CTR (NUC064) family,PF08081)";391;;RP35308604;LINC00940;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:100271702;NCBI:27316;0.2585;CLIP;;;1118;ENSG00000235049;-2.02215500039528;-2.3267320318411;-10.0877239726463;3.34492056322503e-12;1.34019817233216e-10;17.7359346982347
5222;2577888;RBMX;P38159;RNA-binding motif protein, X chromosome [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed];Nucleus (ECO:0000269);Nucleoplasm (Supported);nucleoplasm (annotations_grade_3);Nuclear RNA binding proteins, RNA processing, Euchromatin-associated;Euchromatin-associated;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021; Torrente et al., 2011";303.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RBM1CTR(RBM1CTR (NUC064) family,PF08081)";391;;RP35308151;LINC00926;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:283663;NCBI:27316;0.2585;CLIP;;;1524;ENSG00000247982;-2.91105104767217;3.27604843264759;-7.78213923254109;2.5220837406324e-09;3.84274426400029e-08;11.1466953497868
5223;2577883;RBMX;P38159;RNA-binding motif protein, X chromosome [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed];Nucleus (ECO:0000269);Nucleoplasm (Supported);nucleoplasm (annotations_grade_3);Nuclear RNA binding proteins, RNA processing, Euchromatin-associated;Euchromatin-associated;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021; Torrente et al., 2011";303.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RBM1CTR(RBM1CTR (NUC064) family,PF08081)";391;;RP35306844;LINC00877;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:285286;NCBI:27316;0.2585;CLIP;;;1376;ENSG00000241163;-1.69840444479095;2.86984243406203;-4.54358670988472;5.65290056053386e-05;0.0002874847048975;1.24722906378739
5224;2577915;RBMX;P38159;RNA-binding motif protein, X chromosome [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed];Nucleus (ECO:0000269);Nucleoplasm (Supported);nucleoplasm (annotations_grade_3);Nuclear RNA binding proteins, RNA processing, Euchromatin-associated;Euchromatin-associated;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021; Torrente et al., 2011";303.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RBM1CTR(RBM1CTR (NUC064) family,PF08081)";391;;RP35426534;MIR22HG;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:84981;NCBI:27316;0.2585;CLIP;;;77;ENSG00000186594;-2.50560118250147;2.93862258387378;-7.53745059189184;5.2825980379258805e-09;7.35890395548152e-08;10.4115260666507
5225;2577912;RBMX;P38159;RNA-binding motif protein, X chromosome [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed];Nucleus (ECO:0000269);Nucleoplasm (Supported);nucleoplasm (annotations_grade_3);Nuclear RNA binding proteins, RNA processing, Euchromatin-associated;Euchromatin-associated;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021; Torrente et al., 2011";303.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RBM1CTR(RBM1CTR (NUC064) family,PF08081)";391;;RP35425933;MIR181A1HG;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:100131234;NCBI:27316;0.2585;CLIP;;;733;ENSG00000229989;-1.96778898192628;1.27892832409396;-6.45145267303389;1.49514635854925e-07;1.42309518787708e-06;7.09213857469546
5226;2577911;RBMX;P38159;RNA-binding motif protein, X chromosome [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed];Nucleus (ECO:0000269);Nucleoplasm (Supported);nucleoplasm (annotations_grade_3);Nuclear RNA binding proteins, RNA processing, Euchromatin-associated;Euchromatin-associated;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021; Torrente et al., 2011";303.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RBM1CTR(RBM1CTR (NUC064) family,PF08081)";391;;RP35425913;MIR17HG;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:407975;NCBI:27316;0.2585;CLIP;;;215;ENSG00000215417;-1.84534139091266;0.99398029655203;-5.74834557141758;1.34549165469835e-06;9.96563977344356e-06;4.91812246599078
5227;2577881;RBMX;P38159;RNA-binding motif protein, X chromosome [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed];Nucleus (ECO:0000269);Nucleoplasm (Supported);nucleoplasm (annotations_grade_3);Nuclear RNA binding proteins, RNA processing, Euchromatin-associated;Euchromatin-associated;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021; Torrente et al., 2011";303.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RBM1CTR(RBM1CTR (NUC064) family,PF08081)";391;;RP35306287;LINC00861;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:100130231;NCBI:27316;0.2585;CLIP;;;1460;ENSG00000245164;-3.05855618995156;4.29350130925531;-8.62946445815152;2.0492267636125701e-10;4.16478115677202e-09;13.6438323723828
5228;2577853;RBMX;P38159;RNA-binding motif protein, X chromosome [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed];Nucleus (ECO:0000269);Nucleoplasm (Supported);nucleoplasm (annotations_grade_3);Nuclear RNA binding proteins, RNA processing, Euchromatin-associated;Euchromatin-associated;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021; Torrente et al., 2011";303.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RBM1CTR(RBM1CTR (NUC064) family,PF08081)";391;;RP35296933;LINC00310;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:114036;NCBI:27316;0.2585;CLIP;;;528;ENSG00000227456;-1.71889329294281;-0.576401170927827;-5.1568343783609;8.53318954351651e-06;5.17278507342564e-05;3.0983635894232
5229;2577852;RBMX;P38159;RNA-binding motif protein, X chromosome [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed];Nucleus (ECO:0000269);Nucleoplasm (Supported);nucleoplasm (annotations_grade_3);Nuclear RNA binding proteins, RNA processing, Euchromatin-associated;Euchromatin-associated;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021; Torrente et al., 2011";303.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RBM1CTR(RBM1CTR (NUC064) family,PF08081)";391;;RP35296594;LINC00299;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:339789;NCBI:27316;0.2585;CLIP;;;1231;ENSG00000236790;-3.16321551373561;1.49436630961878;-12.8196817543434;3.13051348649769e-15;7.74710013982104e-13;24.6433702637167
5230;2577848;RBMX;P38159;RNA-binding motif protein, X chromosome [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed];Nucleus (ECO:0000269);Nucleoplasm (Supported);nucleoplasm (annotations_grade_3);Nuclear RNA binding proteins, RNA processing, Euchromatin-associated;Euchromatin-associated;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021; Torrente et al., 2011";303.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RBM1CTR(RBM1CTR (NUC064) family,PF08081)";391;;RP35296010;LINC00265;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:349114;NCBI:27316;0.2585;CLIP;;;82;ENSG00000188185;-2.2966618158003;0.721994064943969;-10.8578763845317;4.25262219587215e-13;2.4848307747269597e-11;19.7835899009205
5231;2577844;RBMX;P38159;RNA-binding motif protein, X chromosome [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed];Nucleus (ECO:0000269);Nucleoplasm (Supported);nucleoplasm (annotations_grade_3);Nuclear RNA binding proteins, RNA processing, Euchromatin-associated;Euchromatin-associated;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021; Torrente et al., 2011";303.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RBM1CTR(RBM1CTR (NUC064) family,PF08081)";391;;RP35294741;LINC00106;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:751580;NCBI:27316;0.2585;CLIP;;;1237;ENSG00000236871;-2.56865137787452;2.55025564923087;-9.37492771567083;2.41692692000027e-11;7.01242176030423e-10;15.7701122372773
5232;2577844;RBMX;P38159;RNA-binding motif protein, X chromosome [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed];Nucleus (ECO:0000269);Nucleoplasm (Supported);nucleoplasm (annotations_grade_3);Nuclear RNA binding proteins, RNA processing, Euchromatin-associated;Euchromatin-associated;"Alabert et al., 2014; Alvarez et al., 2023; Ginno et al., 2018; Itzhak et al., 2016; Kustatscher et al., 2014; Shi et al., 2021; Torrente et al., 2011";303.0;"RRM_1(RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),PF00076);RBM1CTR(RBM1CTR (NUC064) family,PF08081)";391;;RP35294741;LINC00106;lncRNA;Homo sapiens;protein;Homo sapiens;NCBI:751580;NCBI:27316;0.2585;CLIP;;;1238;ENSG00000236871;-2.56865137787452;2.55025564923087;-9.37492771567083;2.41692692000027e-11;7.01242176030423e-10;15.7701122372773
